Nub_ID,Color,Number,Colony,Nutrient Level,Tank Level,Assignment,Species,Partial mortality,Blastate Vol (mL),growth.SA,growth.protein,Total Protein per mL,Total Protein (mg),Protein.SA,Chl.a per ml,Total Chl.a,Chl.a.cm2,Chl.c.per ml,Total Chl.c,Chl.c.cm2,Total chl,Zoox/uL,Zoox/mL,Total Zoox,Zoox.cm2,
G194_Por5_CH_N1.T3,G,194,5,N1,T3,CH,POR,0,15,1.238126681,1.141322066,0.480967407,7.214511099,1.084817965,3.884421,58.266315,8.761279098,7.885151188,118.2772678,17.7848926,26.5461717,379.79592,379795.92,5696938.8,8.57E+05,
G195_Por5_CH_N3.T2,G,195,5,N3,T2,CH,POR,1,15,0.179482208,0.219743626,0.480364615,7.205469231,0.816780043,5.04672975,75.70094625,8.581123607,7.723011246,115.8451687,13.13169466,21.71281827,405.30612,405306.12,6079591.8,6.89E+05,
G196_Por5_CH_N3.T3,G,196,5,N3,T3,CH,POR,1,15,0.349693825,0.666616193,0.312185399,4.682780989,0.524580454,2.754453,41.316795,4.628442611,4.16559835,62.48397524,6.999659424,11.62810204,359.6,359600,5394000,6.04E+05,
G197_Por5_CH_N4.T1,G,197,5,N4,T1,CH,POR,0,15,1.098896021,0.914457557,0.432076057,6.481140861,1.201691661,6.13835475,92.07532125,17.07201681,15.36481513,230.4722269,42.73268536,59.80470217,682.4,682400,10236000,1.90E+06,
G198_Por5_CH_T0,G,198,5,T0,T0,T0,POR,1,15,0,,0.690793714,10.3619057,1.215684799,5.8158645,87.2379675,10.23497743,9.211479684,138.1721953,16.21070894,26.44568636,944.08163,944081.63,14161224.45,1.66E+06,
G199_Por5_TP_N4.T3,G,199,5,N4,T3,TP,POR,0,15,1.294143744,1.395110551,0.60101811,9.015271648,0.927628096,18.30535473,274.580321,28.25299452,25.42769506,381.415426,39.24581303,67.49880754,2626.53061,2626530.61,39397959.15,4.05E+06,
G200_Por5_CH_N0.T1,G,200,5,N0,T1,CH,POR,0,15,3.004700334,3.188557336,0.758645324,11.37967986,0.942338499,10.62154275,159.3231413,13.19337026,11.87403323,178.1104984,14.74913019,27.94250044,1328.4,1328400,19926000,1.65E+06,
R101_Por6_CH_N0.T2,R,101,6,N0,T2,CH,POR,0,15,1.335158473,0.635349455,0.764304462,11.46456692,2.101455289,4.99935675,74.99035125,13.74573251,12.37115926,185.5673889,34.01450516,47.76023767,693.67347,693673.47,10405102.05,1.91E+06,
R102_Por6_TP_N3.T3,R,102,6,N3,T3,TP,POR,0,15,0.926210655,0.511225491,0.637177531,9.557662967,1.811745836,9.96031275,149.4046913,28.32107893,25.48897103,382.3345655,72.47514999,100.7962289,1287.7551,1287755.1,19316326.5,3.66E+06,
R103_Por6_CH_N2.T2,R,103,6,N2,T2,CH,POR,0,15,0.878540063,0.582422605,0.880366864,13.20550296,1.508423703,9.502251,142.533765,16.28119052,14.65307147,219.796072,25.10662455,41.38781506,712.4,712400,10686000,1.22E+06,
R104_Por6_CH_N3.T3,R,104,6,N3,T3,CH,POR,0,17.9,0.145564728,0.146591158,0.655278066,11.72947738,0.992998009,12.3665085,221.3605022,18.74001124,16.86601011,301.901581,25.55848476,44.29849599,414.6,414600,7421340,6.28E+05,
R105_Por6_CH_N1.T1,R,105,6,N1,T1,CH,POR,0,15,1.146812228,0.785188609,0.737532974,11.06299462,1.460556375,9.4479375,141.7190625,18.71000461,16.83900415,252.5850622,33.34673257,52.05673718,1318.4,1318400,19776000,2.61E+06,
R106_Por6_CH_N3.T2,R,106,6,N3,T2,CH,POR,0,15,1.202139208,0.922101644,0.932221893,13.9833284,1.303694898,13.4476395,201.7145925,18.80627255,16.92564529,253.8846794,23.67019865,42.4764712,560.61224,560612.24,8409183.6,7.84E+05,
R107_Por6_CH_T0,R,107,6,T0,T0,T0,POR,0,15,0,,0.506134575,7.592018626,0.899170501,4.0715415,61.0731225,7.2332739,6.50994651,97.64919765,11.56520845,18.79848235,685.2,685200,10278000,1.22E+06,
R108_Por6_TP_N0.T2,R,108,6,N0,T2,TP,POR,1,15,1.789730059,0.953083529,0.686721846,10.30082769,1.877831276,4.79164125,71.87461875,13.10267593,11.79240834,176.8861251,32.24617554,45.34885147,963.87755,963877.55,14458163.25,2.64E+06,
R109_Por6_CH_N2.T1,R,109,6,N2,T1,CH,POR,0,15,0.670283756,0.352956594,0.66651592,9.997738795,1.899054352,9.4107585,141.1613775,26.81337589,24.1320383,361.9805745,68.75762605,95.57100194,1189.8,1189800,17847000,3.39E+06,
R110_Por6_TP_N4.T1,R,110,6,N4,T1,TP,POR,0,15,1.082604104,0.696474255,0.788162682,11.82244024,1.554406492,9.69099,145.36485,19.11247273,17.20122546,258.0183818,33.92408334,53.03655607,1454.89796,1454897.96,21823469.4,2.87E+06,
R111_Por6_CH_N1.T3,R,111,6,N1,T3,CH,POR,0,15,1.50251087,0.935450233,0.538392396,8.075885934,1.606190064,6.0832515,91.2487725,18.14820974,16.33338877,245.0008315,48.72752099,66.87573073,669.38776,669387.76,10040816.4,2.00E+06,
R112_Por6_CH_N4.T2,R,112,6,N4,T2,CH,POR,0,15,1.323310671,1.052764946,0.593052513,8.895787692,1.256985879,7.8650115,117.9751725,16.67003879,15.00303491,225.0455236,31.79921273,48.46925152,871.22449,871224.49,13068367.35,1.85E+06,
R113_Por6_CH_N0.T3,R,113,6,N0,T3,CH,POR,1,15,1.320209269,1.371338505,0.411293692,6.169405385,0.962715817,2.15271,32.29065,5.038851809,4.534966628,68.02449942,10.61500378,15.65385559,536.6,536600,8049000,1.26E+06,
R114_Por6_CH_T0,R,114,6,T0,T0,T0,POR,0,15,0,,0.471044616,7.065669237,1.062908484,3.5766675,53.6500125,8.070722184,7.263649965,108.9547495,16.39036922,24.46109141,682.04082,682040.82,10230612.3,1.54E+06,
R115_Por6_CH_N2.T3,R,115,6,N2,T3,CH,POR,0,15,0.78555907,0.770793238,0.399127795,5.986916923,1.019156671,5.66419725,84.96295875,14.46329843,13.01696859,195.2545289,33.23830247,47.7016009,624.2,624200,9363000,1.59E+06,
R116_Por6_CH_N1.T2,R,116,6,N1,T2,CH,POR,0,15,1.101204305,0.913305893,0.6869,10.3035,1.20573437,10.0500225,150.7503375,17.64107955,15.87697159,238.1545739,27.86928277,45.51036232,596.8,596800,8952000,1.05E+06,
R117_Por6_CH_N3.T1,R,117,6,N3,T1,CH,POR,0,15,1.215897897,0.704252297,0.84370975,12.65564625,1.726508954,13.33120425,199.9680638,27.28004922,24.5520443,368.2806645,50.24159591,77.52164514,,,,,
R118_Por6_CH_N4.T3,R,118,6,N4,T3,CH,POR,0,15,0.489330538,0.382935482,0.630087893,9.451318393,1.277840684,6.21307275,93.19609125,12.60033279,11.34029951,170.1044926,22.99853124,35.59886402,1162.65306,1162653.06,17439795.9,2.36E+06,
R119_Por6_CH_N0.T1,R,119,6,N0,T1,CH,POR,0,15,1.943525611,1.160111259,0.738370111,11.07555166,1.675292431,5.410131,81.151965,12.2750791,11.04757119,165.7135679,25.06590142,37.34098052,863.67347,863673.47,12955102.05,1.96E+06,
R120_Por6_CH_N4.T1,R,120,6,N4,T1,CH,POR,2,15,0.316547985,0.185194539,1.042250553,15.63375829,1.709272781,12.7844025,191.7660375,20.96619776,18.86957798,283.0436698,30.94577972,51.91197748,1149.79592,1149795.92,17246938.8,1.89E+06,
R121_Por7_CH_N3.T3,R,121,7,N3,T3,CH,POR,1,15,0.692868405,0.638798266,0.453267143,6.799007143,1.084643529,6.32583825,94.88757375,15.1373856,13.62364704,204.3547056,32.60064364,47.73802924,472.85714,472857.14,7092857.1,1.13E+06,
R122_Por7_CH_N0.T2,R,122,7,N0,T2,CH,POR,0,16,1.081571747,0.701574272,0.439311077,7.028977231,1.541635418,2.606937,41.710992,9.148292915,8.233463624,131.735418,28.89296402,38.04125693,509.79592,509795.92,8156734.72,1.79E+06,
R123_Por7_TP_N0.T3,R,123,7,N0,T3,TP,POR,2,15,0.752084505,0.796245267,0.458338484,6.875077253,0.944538744,4.21341375,63.20120625,8.682955229,7.814659707,117.2198956,16.10436202,24.78731725,616.32653,616326.53,9244897.95,1.27E+06,
R124_Por7_CH_T0,R,124,7,T0,T0,T0,POR,0,15,0,,0.891217229,13.36825844,1.362375605,6.46903425,97.03551375,9.889008159,8.900107343,133.5016101,13.60531275,23.4943209,817.55102,817551.02,12263265.3,1.25E+06,
R125_Por7_TP_N4.T2,R,125,7,N4,T2,TP,POR,0,15,0.993696492,0.842033095,0.619680747,9.295211209,1.18011572,10.16021775,152.4032663,19.34904826,17.41414344,261.2121516,33.16337407,52.51242233,1427.14286,1427142.86,21407142.9,2.72E+06,
R126_Por7_TP_N3.T1,R,126,7,N3,T1,TP,POR,0,15,0.842866383,0.755660554,0.566776198,8.501642967,1.115403443,9.05188725,135.7783088,17.81392063,16.03252857,240.4879286,31.55167355,49.36559419,1057.7551,1057755.1,15866326.5,2.08E+06,
R127_Por7_CH_N2.T3,R,127,7,N2,T3,CH,POR,0,18.5,0.150068773,0.102220079,0.789359121,14.60314374,1.468094864,13.36318275,247.2188809,24.85360522,22.36824469,413.8125269,41.60173017,66.45533539,427.2,427200,7903200,7.95E+05,
R128_Por7_CH_N2.T2,R,128,7,N2,T2,CH,POR,0,15,0.561921616,0.584773224,0.804613077,12.06919615,0.960922272,12.3325335,184.9880025,14.728329,13.2554961,198.8324414,15.83059211,30.55892111,499.2,499200,7488000,5.96E+05,
R129_Por7_CH_N4.T2,R,129,7,N4,T2,CH,POR,0,15,0.501777402,0.39511505,0.534340923,8.015113846,1.269952641,5.317965,79.769475,12.63905385,11.37514846,170.6272269,27.03498686,39.67404071,528.6,528600,7929000,1.26E+06,
R130_Por7_CH_N1.T3,R,130,7,N1,T3,CH,POR,0,15,1.160942281,0.780454273,0.653121648,9.796824725,1.487521206,8.5542135,128.3132025,19.48270129,17.53443116,263.0164674,39.93565096,59.41835225,444.28571,444285.71,6664285.65,1.01E+06,
R131_Por7_CH_N4.T1,R,131,7,N4,T1,CH,POR,0,15,1.169836153,0.663074263,0.71869741,10.78046115,1.764261135,9.603366,144.05049,23.57437939,21.21694145,318.2541217,52.08342857,75.65780795,827.14286,827142.86,12407142.9,2.03E+06,
R132_Por7_CH_N1.T1,R,132,7,N1,T1,CH,POR,0,15,0.983669544,0.791162602,1.029317152,15.43975728,1.24332159,17.03586,255.5379,20.57777091,18.51999382,277.7999073,22.3704697,42.94824061,1568,1568000,23520000,1.89E+06,
R133_Por7_CH_N3.T1,R,133,7,N3,T1,CH,POR,0,15,0.257268203,0.212924067,0.538261156,8.073917346,1.20826268,4.161231,62.418465,9.340930629,8.406837566,126.1025635,18.87126346,28.21219409,706.53061,706530.61,10597959.15,1.59E+06,
R134_Por7_CH_N0.T3,R,134,7,N0,T3,CH,POR,0,16.5,1.046588938,0.74035084,0.785154857,12.95505514,1.413639157,8.4149685,138.8469803,15.15080607,13.63572546,224.9894701,24.55056512,39.70137118,488.36735,488367.35,8058061.275,8.79E+05,
R135_Por7_CH_N1.T2,R,135,7,N1,T2,CH,POR,0,15,1.199492366,0.506690093,0.940514604,14.10771907,2.367309688,5.414289,81.214335,13.62796361,12.26516725,183.9775087,30.87187495,44.49983856,544.89796,544897.96,8173469.4,1.37E+06,
R136_Por7_CH_N3.T2,R,136,7,N3,T2,CH,POR,2,15,0.204023278,0.33552315,0.413481978,6.20222967,0.608075114,5.61679575,84.25193625,8.260175529,7.434157976,111.5123696,10.93282585,19.19300138,431.63265,431632.65,6474489.75,6.35E+05,
R137_Por7_CH_T0,R,137,7,T0,T0,T0,POR,0,15,0,,0.663813349,9.957200233,0.949158578,5.217825,78.267375,7.460746857,6.714672171,100.7200826,9.601025196,17.06177205,572.65306,572653.06,8589795.9,8.19E+05,
R138_Por7_CH_N2.T1,R,138,7,N2,T1,CH,POR,0,15,1.49798925,0.998262797,0.435081296,6.526219441,1.500596089,4.5076905,67.6153575,15.54703178,13.9923286,209.884929,48.25956383,63.80659561,677.5,677500,10162500,2.34E+06,
R139_Por7_CH_N4.T3,R,139,7,N4,T3,CH,POR,1,15,0.638257139,0.66536595,0.480493791,7.207406868,0.959257292,7.252878,108.79317,14.47963789,13.0316741,195.4751115,26.01642026,40.49605815,889.38776,889387.76,13340816.4,1.78E+06,
R140_Por7_CH_N0.T1,R,140,7,N0,T1,CH,POR,0,15,1.080582587,1.112386897,0.441959953,6.629399302,0.971408949,4.05063825,60.75957375,8.903128476,8.012815628,120.1922344,17.61182376,26.51495224,655.71429,655714.29,9835714.35,1.44E+06,
R161_Por8_CH_N2.T1,R,161,8,N2,T1,CH,POR,0,15,0.594234438,0.565314578,0.394811098,5.922166473,1.051157111,3.6653145,54.9797175,9.758645132,8.782780619,131.7417093,23.38354303,33.14218816,600.4,600400,9006000,1.60E+06,
R162_Por8_CH_N0.T2,R,162,8,N0,T2,CH,POR,0,15,0.958356967,0.562474677,0.622024154,9.330362308,1.703822423,2.6638245,39.9573675,7.296636128,6.566972515,98.50458773,17.98797515,25.28461128,357.2,357200,5358000,9.78E+05,
R163_Por8_TP_N3.T2,R,163,8,N3,T2,TP,POR,0,15,0.972180147,0.553800405,0.691671297,10.37506945,1.755470271,8.53260525,127.9890788,21.65585723,19.49027151,292.3540726,49.46654917,71.1224064,1166.53061,1166530.61,17497959.15,2.96E+06,
R164_Por8_CH_N0.T3,R,164,8,N0,T3,CH,POR,0,15,0.782660495,0.821789177,0.370688293,5.560324396,0.952385985,4.233624,63.50436,10.87718236,9.789464127,146.8419619,25.15145099,36.02863336,492.04082,492040.82,7380612.3,1.26E+06,
R165_Por8_CH_T0,R,165,8,T0,T0,T0,POR,0,15,0,,0.543737369,8.156060536,1.042233233,4.4737035,67.1055525,8.575173841,7.717656457,115.7648468,14.79316762,23.36834146,875.2,875200,13128000,1.68E+06,
R166_Por8_CH_T0,R,166,8,T0,T0,T0,POR,0,15,0,,0.520830772,7.812461583,1.230349102,4.464465,66.966975,10.54632482,9.491692341,142.3753851,22.42205293,32.96837776,957.4,957400,14361000,2.26E+06,
R167_Por8_TP_N4.T2,R,167,8,N4,T2,TP,POR,0,15,0.433042547,0.304531229,0.544710352,8.170655275,1.421997175,5.31387075,79.70806125,13.87216008,12.48494407,187.2741611,32.59265249,46.46481257,902.85714,902857.14,13542857.1,2.36E+06,
R168_Por8_CH_N1.T2,R,168,8,N1,T2,CH,POR,0,15,1.326620415,0.765997793,0.960760868,14.41141302,1.731885428,13.936965,209.054475,25.12303259,22.61072933,339.1609399,40.75852166,65.88155424,870.40816,870408.16,13056122.4,1.57E+06,
R169_Por8_CH_N3.T2,R,169,8,N3,T2,CH,POR,0,15,0.86038333,0.814242727,0.622313846,9.334707692,1.05666689,8.917632,133.76448,15.14182358,13.62764122,204.4146183,23.13925258,38.28107616,520,520000,7800000,8.83E+05,
R170_Por8_CH_N4.T1,R,170,8,N4,T1,CH,POR,0,15,0.703933435,0.651772028,0.47201234,7.080185099,1.08003014,6.8737605,103.1064075,15.72812379,14.15531141,212.3296712,32.38932899,48.11745278,739.59184,739591.84,11093877.6,1.69E+06,
R171_Por8_CH_N4.T2,R,171,8,N4,T2,CH,POR,1,15,0.183282204,0.137153063,1.077476331,16.16214497,1.336333294,11.19749925,167.9624888,13.88762855,12.4988657,187.4829854,15.50164016,29.38926871,705.30612,705306.12,10579591.8,8.75E+05,
R172_Por8_CH_N2.T2,R,172,8,N2,T2,CH,POR,0,15,0.402164007,0.341128509,0.742683363,11.14025044,1.178922299,6.3536415,95.3046225,10.08565698,9.077091286,136.1563693,14.40881251,24.4944695,435,435000,6525000,6.91E+05,
R173_Por8_CH_N4.T3,R,173,8,N4,T3,CH,POR,0,15,0.815627832,0.655883358,0.556426154,8.346392317,1.243556223,8.9573685,134.3605275,20.01881337,18.01693204,270.2539805,40.26602232,60.2848357,990.61224,990612.24,14859183.6,2.21E+06,
R174_Por8_CH_N0.T1,R,174,8,N0,T1,CH,POR,0,15,1.120700919,1.083985564,0.598232363,8.973485448,1.033870704,5.95764675,89.36470125,10.29606023,9.266454206,138.9968131,16.01437188,26.31043211,848.57143,848571.43,12728571.45,1.47E+06,
R175_Por8_CH_N1.T1,R,175,8,N1,T1,CH,POR,0,15,0.672582138,0.499932959,0.711897167,10.67845751,1.345344662,8.59180725,128.8771088,16.23681418,14.61313276,219.1969914,27.61592693,43.85274112,1046.12245,1046122.45,15691836.75,1.98E+06,
R176_Por8_CH_N3.T3,R,176,8,N3,T3,CH,POR,0,16.2,0.973756134,0.610169751,0.988628513,16.01578191,1.595877431,,,,,,,,959.8,959800,15548760,1.55E+06,chl-a absorbance values too high 
R177_Por8_CH_N2.T3,R,177,8,N2,T3,CH,POR,0,15,0.688527722,0.570748983,0.59714778,8.957216703,1.206358211,7.90035675,118.5053513,15.96030422,14.3642738,215.464107,29.01871232,44.97901654,857.4,857400,12861000,1.73E+06,
R178_Por8_CH_N1.T3,R,178,8,N1,T3,CH,POR,0,15,0.9610065,0.859409867,0.565037538,8.475563077,1.118216741,6.77280975,101.5921463,13.40347983,12.06313184,180.9469776,23.87309702,37.27657685,731.63265,731632.65,10974489.75,1.45E+06,
R179_Por8_TP_N0.T3,R,179,8,N0,T3,TP,POR,0,15,0.951097306,0.906520657,0.499073964,7.486109467,1.049173341,3.62352825,54.35292375,7.617526683,6.855774015,102.8366102,14.4124836,22.03001029,834.28571,834285.71,12514285.65,1.75E+06,
R180_Por8_CH_N3.T1,R,180,8,N3,T1,CH,POR,0,15,0.770344018,0.440253906,0.794708188,11.92062282,1.749772138,8.04894375,120.7341563,17.72199876,15.94979888,239.2469832,35.11793904,52.83993779,1052.2,1052200,15783000,2.32E+06,
